ID;PDS;KRIT_NR;AUSPRAEGUNG;LL_UG_NR;AUSPR2;RTS_TYP1;ANZ_S;ANZ_UG;filter_$
140033728;1666461;1204;E25070;;ETM_NR;;41;41;1
140033729;1666461;1204;E25070;;ETM_NR;0;41;25;1
140033730;1666461;1204;E25070;;ETM_NR;3;41;2;1
140033731;1666461;1204;E25070;;ETM_NR;4;41;14;1
140033732;1666461;1204;E25080;;ETM_NR;;41;41;1
140033733;1666461;1204;E25080;;ETM_NR;0;41;34;1
140033734;1666461;1204;E25080;;ETM_NR;1;41;3;1
140033735;1666461;1204;E25080;;ETM_NR;3;41;3;1
140033736;1666461;1204;E25080;;ETM_NR;4;41;1;1
140033737;1666461;1204;E25090;;ETM_NR;;41;41;1
140033738;1666461;1204;E25090;;ETM_NR;4;41;41;1
140033739;1666461;1204;E25100;;ETM_NR;;41;41;1
140033740;1666461;1204;E25100;;ETM_NR;4;41;41;1
140033785;1666462;1204;E25010;;ETM_NR;;28;28;1
140033786;1666462;1204;E25010;;ETM_NR;4;28;28;1
140033787;1666462;1204;E25020;;ETM_NR;;28;28;1
140033788;1666462;1204;E25020;;ETM_NR;1;28;28;1
140033789;1666462;1204;E25030;;ETM_NR;;28;28;1
140033790;1666462;1204;E25030;;ETM_NR;1;28;1;1
140033791;1666462;1204;E25030;;ETM_NR;3;28;13;1
140033792;1666462;1204;E25030;;ETM_NR;4;28;14;1
140033793;1666462;1204;E25040;;ETM_NR;;28;28;1
140033794;1666462;1204;E25040;;ETM_NR;4;28;28;1
140033795;1666462;1204;E25050;;ETM_NR;;28;28;1
140033796;1666462;1204;E25050;;ETM_NR;4;28;28;1
140033797;1666462;1204;E25060;;ETM_NR;;28;28;1
140033798;1666462;1204;E25060;;ETM_NR;1;28;21;1
140033799;1666462;1204;E25060;;ETM_NR;4;28;7;1
140033800;1666462;1204;E25070;;ETM_NR;;28;28;1
140033801;1666462;1204;E25070;;ETM_NR;0;28;21;1
140033802;1666462;1204;E25070;;ETM_NR;1;28;2;1
140033803;1666462;1204;E25070;;ETM_NR;4;28;5;1
140033804;1666462;1204;E25080;;ETM_NR;;28;28;1
140033805;1666462;1204;E25080;;ETM_NR;0;28;27;1
140033806;1666462;1204;E25080;;ETM_NR;1;28;1;1
140033807;1666462;1204;E25090;;ETM_NR;;28;28;1
140033808;1666462;1204;E25090;;ETM_NR;4;28;28;1
140033809;1666462;1204;E25100;;ETM_NR;;28;28;1
140033810;1666462;1204;E25100;;ETM_NR;4;28;28;1
140033840;1666463;1204;E25010;;ETM_NR;;35;35;1
140033841;1666463;1204;E25010;;ETM_NR;3;35;5;1
140033842;1666463;1204;E25010;;ETM_NR;4;35;30;1
140033843;1666463;1204;E25020;;ETM_NR;;35;35;1
140033844;1666463;1204;E25020;;ETM_NR;0;35;35;1
140033845;1666463;1204;E25030;;ETM_NR;;35;35;1
140033846;1666463;1204;E25030;;ETM_NR;0;35;9;1
140033847;1666463;1204;E25030;;ETM_NR;1;35;1;1
140033848;1666463;1204;E25030;;ETM_NR;3;35;1;1
140033849;1666463;1204;E25030;;ETM_NR;4;35;24;1
140033850;1666463;1204;E25040;;ETM_NR;;35;35;1
140033851;1666463;1204;E25040;;ETM_NR;3;35;2;1
140033852;1666463;1204;E25040;;ETM_NR;4;35;33;1
140033853;1666463;1204;E25050;;ETM_NR;;35;35;1
140033854;1666463;1204;E25050;;ETM_NR;1;35;26;1
140033855;1666463;1204;E25050;;ETM_NR;3;35;3;1
140033856;1666463;1204;E25050;;ETM_NR;4;35;6;1
140033857;1666463;1204;E25060;;ETM_NR;;35;35;1
140033858;1666463;1204;E25060;;ETM_NR;0;35;27;1
140033859;1666463;1204;E25060;;ETM_NR;1;35;3;1
140033860;1666463;1204;E25060;;ETM_NR;4;35;5;1
140033861;1666463;1204;E25070;;ETM_NR;;35;35;1
140033862;1666463;1204;E25070;;ETM_NR;0;35;28;1
140033863;1666463;1204;E25070;;ETM_NR;1;35;2;1
140033864;1666463;1204;E25070;;ETM_NR;3;35;3;1
140033865;1666463;1204;E25070;;ETM_NR;4;35;2;1
140033866;1666463;1204;E25080;;ETM_NR;;35;35;1
140033867;1666463;1204;E25080;;ETM_NR;0;35;34;1
140033868;1666463;1204;E25080;;ETM_NR;1;35;1;1
140033869;1666463;1204;E25090;;ETM_NR;;35;35;1
140033870;1666463;1204;E25090;;ETM_NR;4;35;35;1
140033871;1666463;1204;E25100;;ETM_NR;;35;35;1
140033872;1666463;1204;E25100;;ETM_NR;0;35;35;1
140033912;1666464;1204;E25010;;ETM_NR;;52;52;1
140033913;1666464;1204;E25010;;ETM_NR;1;52;1;1
140033914;1666464;1204;E25010;;ETM_NR;3;52;7;1
140033915;1666464;1204;E25010;;ETM_NR;4;52;44;1
140033916;1666464;1204;E25020;;ETM_NR;;52;52;1
140033917;1666464;1204;E25020;;ETM_NR;0;52;44;1
140033918;1666464;1204;E25020;;ETM_NR;1;52;1;1
140033919;1666464;1204;E25020;;ETM_NR;3;52;1;1
140033920;1666464;1204;E25020;;ETM_NR;4;52;6;1
140033921;1666464;1204;E25030;;ETM_NR;;52;52;1
140033922;1666464;1204;E25030;;ETM_NR;3;52;6;1
140033923;1666464;1204;E25030;;ETM_NR;4;52;46;1
140033924;1666464;1204;E25040;;ETM_NR;;52;52;1
140033925;1666464;1204;E25040;;ETM_NR;4;52;52;1
140033926;1666464;1204;E25050;;ETM_NR;;52;52;1
140033927;1666464;1204;E25050;;ETM_NR;1;52;2;1
140033928;1666464;1204;E25050;;ETM_NR;3;52;8;1
140033929;1666464;1204;E25050;;ETM_NR;4;52;42;1
140033930;1666464;1204;E25060;;ETM_NR;;52;52;1
140033931;1666464;1204;E25060;;ETM_NR;0;52;10;1
140033932;1666464;1204;E25060;;ETM_NR;1;52;19;1
140033933;1666464;1204;E25060;;ETM_NR;3;52;2;1
140033934;1666464;1204;E25060;;ETM_NR;4;52;21;1
140033935;1666464;1204;E25070;;ETM_NR;;52;52;1
140033936;1666464;1204;E25070;;ETM_NR;0;52;31;1
140033937;1666464;1204;E25070;;ETM_NR;1;52;4;1
140033938;1666464;1204;E25070;;ETM_NR;3;52;5;1
140033939;1666464;1204;E25070;;ETM_NR;4;52;12;1
140033940;1666464;1204;E25080;;ETM_NR;;52;52;1
140033941;1666464;1204;E25080;;ETM_NR;0;52;39;1
140033942;1666464;1204;E25080;;ETM_NR;1;52;12;1
140033943;1666464;1204;E25080;;ETM_NR;4;52;1;1
140033944;1666464;1204;E25090;;ETM_NR;;52;52;1
140033945;1666464;1204;E25090;;ETM_NR;1;52;1;1
140033946;1666464;1204;E25090;;ETM_NR;4;52;51;1
140033947;1666464;1204;E25100;;ETM_NR;;52;52;1
140033948;1666464;1204;E25100;;ETM_NR;0;52;6;1
140033949;1666464;1204;E25100;;ETM_NR;4;52;46;1
156363987;1784903;1204;E25010;;ETM_NR;;87;87;0
156363988;1784903;1204;E25010;;ETM_NR;1;87;4;0
156363989;1784903;1204;E25010;;ETM_NR;3;87;6;0
156363990;1784903;1204;E25010;;ETM_NR;4;87;77;0
156363991;1784903;1204;E25020;;ETM_NR;;87;87;0
156363992;1784903;1204;E25020;;ETM_NR;0;87;28;0
156363993;1784903;1204;E25020;;ETM_NR;1;87;32;0
156363994;1784903;1204;E25020;;ETM_NR;3;87;10;0
156363995;1784903;1204;E25020;;ETM_NR;4;87;17;0
156363996;1784903;1204;E25030;;ETM_NR;;87;87;0
156363997;1784903;1204;E25030;;ETM_NR;1;87;1;0
156363998;1784903;1204;E25030;;ETM_NR;3;87;9;0
156363999;1784903;1204;E25030;;ETM_NR;4;87;77;0
156364000;1784903;1204;E25040;;ETM_NR;;87;87;0
156364001;1784903;1204;E25040;;ETM_NR;4;87;87;0
156364002;1784903;1204;E25050;;ETM_NR;;87;87;0
156364003;1784903;1204;E25050;;ETM_NR;1;87;3;0
156364004;1784903;1204;E25050;;ETM_NR;3;87;1;0
156364005;1784903;1204;E25050;;ETM_NR;4;87;83;0
156364006;1784903;1204;E25060;;ETM_NR;;87;87;0
156364007;1784903;1204;E25060;;ETM_NR;0;87;20;0
156364008;1784903;1204;E25060;;ETM_NR;1;87;16;0
156364009;1784903;1204;E25060;;ETM_NR;3;87;16;0
156364010;1784903;1204;E25060;;ETM_NR;4;87;35;0
156364011;1784903;1204;E25070;;ETM_NR;;87;87;0
156364012;1784903;1204;E25070;;ETM_NR;0;87;27;0
156364013;1784903;1204;E25070;;ETM_NR;1;87;31;0
156364014;1784903;1204;E25070;;ETM_NR;3;87;15;0
156364015;1784903;1204;E25070;;ETM_NR;4;87;14;0
156364016;1784903;1204;E25080;;ETM_NR;;87;87;0
156364017;1784903;1204;E25080;;ETM_NR;0;87;83;0
156364018;1784903;1204;E25080;;ETM_NR;3;87;1;0
156364019;1784903;1204;E25080;;ETM_NR;4;87;3;0
156364020;1784903;1204;E25090;;ETM_NR;;87;87;0
156364021;1784903;1204;E25090;;ETM_NR;0;87;45;0
156364022;1784903;1204;E25090;;ETM_NR;1;87;2;0
156364023;1784903;1204;E25090;;ETM_NR;3;87;1;0
156364024;1784903;1204;E25090;;ETM_NR;4;87;39;0
156364025;1784903;1204;E25100;;ETM_NR;;87;87;0
156364026;1784903;1204;E25100;;ETM_NR;0;87;53;0
156364027;1784903;1204;E25100;;ETM_NR;4;87;34;0
156364086;1784904;1204;E25010;;ETM_NR;;82;82;0
156364087;1784904;1204;E25010;;ETM_NR;1;82;2;0
156364088;1784904;1204;E25010;;ETM_NR;3;82;1;0
156364089;1784904;1204;E25010;;ETM_NR;4;82;79;0
156364090;1784904;1204;E25020;;ETM_NR;;82;82;0
156364091;1784904;1204;E25020;;ETM_NR;0;82;8;0
156364092;1784904;1204;E25020;;ETM_NR;1;82;42;0
156364093;1784904;1204;E25020;;ETM_NR;3;82;28;0
156364094;1784904;1204;E25020;;ETM_NR;4;82;4;0
156364095;1784904;1204;E25030;;ETM_NR;;82;82;0
156364096;1784904;1204;E25030;;ETM_NR;0;82;5;0
156364097;1784904;1204;E25030;;ETM_NR;1;82;5;0
156364098;1784904;1204;E25030;;ETM_NR;3;82;2;0
156364099;1784904;1204;E25030;;ETM_NR;4;82;70;0
156364100;1784904;1204;E25040;;ETM_NR;;82;82;0
156364101;1784904;1204;E25040;;ETM_NR;4;82;82;0
156364102;1784904;1204;E25050;;ETM_NR;;82;82;0
156364103;1784904;1204;E25050;;ETM_NR;0;82;20;0
156364104;1784904;1204;E25050;;ETM_NR;1;82;31;0
156364105;1784904;1204;E25050;;ETM_NR;3;82;12;0
156364106;1784904;1204;E25050;;ETM_NR;4;82;19;0
156364107;1784904;1204;E25060;;ETM_NR;;82;82;0
156364108;1784904;1204;E25060;;ETM_NR;0;82;12;0
156364109;1784904;1204;E25060;;ETM_NR;1;82;41;0
156364110;1784904;1204;E25060;;ETM_NR;3;82;7;0
156364111;1784904;1204;E25060;;ETM_NR;4;82;22;0
156364112;1784904;1204;E25070;;ETM_NR;;82;82;0
156364113;1784904;1204;E25070;;ETM_NR;0;82;8;0
156364114;1784904;1204;E25070;;ETM_NR;1;82;49;0
156364115;1784904;1204;E25070;;ETM_NR;3;82;25;0
156364116;1784904;1204;E25080;;ETM_NR;;82;82;0
156364117;1784904;1204;E25080;;ETM_NR;0;82;80;0
156364118;1784904;1204;E25080;;ETM_NR;3;82;1;0
156364119;1784904;1204;E25080;;ETM_NR;4;82;1;0
156364120;1784904;1204;E25090;;ETM_NR;;82;82;0
156364121;1784904;1204;E25090;;ETM_NR;4;82;82;0
156364122;1784904;1204;E25100;;ETM_NR;;82;82;0
156364123;1784904;1204;E25100;;ETM_NR;4;82;82;0
156364177;1784905;1204;E25010;;ETM_NR;;71;71;0
156364178;1784905;1204;E25010;;ETM_NR;1;71;4;0
156364179;1784905;1204;E25010;;ETM_NR;3;71;11;0
156364180;1784905;1204;E25010;;ETM_NR;4;71;56;0
156364181;1784905;1204;E25020;;ETM_NR;;71;71;0
156364182;1784905;1204;E25020;;ETM_NR;0;71;56;0
156364183;1784905;1204;E25020;;ETM_NR;1;71;1;0
156364184;1784905;1204;E25020;;ETM_NR;3;71;3;0
156364185;1784905;1204;E25020;;ETM_NR;4;71;11;0
156364186;1784905;1204;E25030;;ETM_NR;;71;71;0
156364187;1784905;1204;E25030;;ETM_NR;0;71;2;0
156364188;1784905;1204;E25030;;ETM_NR;1;71;7;0
156364189;1784905;1204;E25030;;ETM_NR;3;71;19;0
156364190;1784905;1204;E25030;;ETM_NR;4;71;43;0
156364191;1784905;1204;E25040;;ETM_NR;;71;71;0
156364192;1784905;1204;E25040;;ETM_NR;1;71;1;0
156364193;1784905;1204;E25040;;ETM_NR;3;71;3;0
156364194;1784905;1204;E25040;;ETM_NR;4;71;67;0
156364195;1784905;1204;E25050;;ETM_NR;;71;71;0
156364196;1784905;1204;E25050;;ETM_NR;1;71;17;0
156364197;1784905;1204;E25050;;ETM_NR;3;71;8;0
156364198;1784905;1204;E25050;;ETM_NR;4;71;46;0
156364199;1784905;1204;E25060;;ETM_NR;;71;71;0
156364200;1784905;1204;E25060;;ETM_NR;0;71;35;0
156364201;1784905;1204;E25060;;ETM_NR;1;71;6;0
156364202;1784905;1204;E25060;;ETM_NR;4;71;30;0
156364203;1784905;1204;E25070;;ETM_NR;;71;71;0
156364204;1784905;1204;E25070;;ETM_NR;0;71;10;0
156364205;1784905;1204;E25070;;ETM_NR;1;71;4;0
156364206;1784905;1204;E25070;;ETM_NR;3;71;15;0
156364207;1784905;1204;E25070;;ETM_NR;4;71;42;0
156364208;1784905;1204;E25080;;ETM_NR;;71;71;0
156364209;1784905;1204;E25080;;ETM_NR;0;71;63;0
156364210;1784905;1204;E25080;;ETM_NR;1;71;2;0
156364211;1784905;1204;E25080;;ETM_NR;3;71;4;0
156364212;1784905;1204;E25080;;ETM_NR;4;71;2;0
156364213;1784905;1204;E25090;;ETM_NR;;71;71;0
156364214;1784905;1204;E25090;;ETM_NR;0;71;9;0
156364215;1784905;1204;E25090;;ETM_NR;1;71;4;0
156364216;1784905;1204;E25090;;ETM_NR;3;71;14;0
156364217;1784905;1204;E25090;;ETM_NR;4;71;44;0
156364218;1784905;1204;E25100;;ETM_NR;;71;71;0
156364219;1784905;1204;E25100;;ETM_NR;0;71;70;0
156364220;1784905;1204;E25100;;ETM_NR;4;71;1;0
156364282;1784906;1204;E25010;;ETM_NR;;1233;1233;0
156364283;1784906;1204;E25010;;ETM_NR;1;1233;29;0
156364284;1784906;1204;E25010;;ETM_NR;3;1233;96;0
156364285;1784906;1204;E25010;;ETM_NR;4;1233;1108;0
156364286;1784906;1204;E25020;;ETM_NR;;1233;1233;0
156364287;1784906;1204;E25020;;ETM_NR;0;1233;983;0
156364288;1784906;1204;E25020;;ETM_NR;1;1233;46;0
156364289;1784906;1204;E25020;;ETM_NR;3;1233;31;0
156364290;1784906;1204;E25020;;ETM_NR;4;1233;173;0
156364291;1784906;1204;E25030;;ETM_NR;;1233;1233;0
156364292;1784906;1204;E25030;;ETM_NR;0;1233;1;0
156364293;1784906;1204;E25030;;ETM_NR;1;1233;5;0
156364294;1784906;1204;E25030;;ETM_NR;3;1233;118;0
156364295;1784906;1204;E25030;;ETM_NR;4;1233;1109;0
156364296;1784906;1204;E25040;;ETM_NR;;1233;1233;0
156364297;1784906;1204;E25040;;ETM_NR;1;1233;1;0
156364298;1784906;1204;E25040;;ETM_NR;3;1233;14;0
156364299;1784906;1204;E25040;;ETM_NR;4;1233;1218;0
156364300;1784906;1204;E25050;;ETM_NR;;1233;1233;0
156364301;1784906;1204;E25050;;ETM_NR;1;1233;2;0
156364302;1784906;1204;E25050;;ETM_NR;4;1233;1231;0
156364303;1784906;1204;E25060;;ETM_NR;;1233;1233;0
156364304;1784906;1204;E25060;;ETM_NR;0;1233;349;0
156364305;1784906;1204;E25060;;ETM_NR;1;1233;88;0
156364306;1784906;1204;E25060;;ETM_NR;3;1233;18;0
156364307;1784906;1204;E25060;;ETM_NR;4;1233;778;0
156364308;1784906;1204;E25070;;ETM_NR;;1233;1233;0
156364309;1784906;1204;E25070;;ETM_NR;0;1233;441;0
156364310;1784906;1204;E25070;;ETM_NR;1;1233;29;0
156364311;1784906;1204;E25070;;ETM_NR;3;1233;222;0
156364312;1784906;1204;E25070;;ETM_NR;4;1233;541;0
156364313;1784906;1204;E25080;;ETM_NR;;1233;1233;0
156364314;1784906;1204;E25080;;ETM_NR;0;1233;1146;0
156364315;1784906;1204;E25080;;ETM_NR;1;1233;3;0
156364316;1784906;1204;E25080;;ETM_NR;3;1233;3;0
156364317;1784906;1204;E25080;;ETM_NR;4;1233;81;0
156364318;1784906;1204;E25090;;ETM_NR;;1233;1233;0
156364319;1784906;1204;E25090;;ETM_NR;0;1233;1;0
156364320;1784906;1204;E25090;;ETM_NR;1;1233;81;0
156364321;1784906;1204;E25090;;ETM_NR;3;1233;34;0
156364322;1784906;1204;E25090;;ETM_NR;4;1233;1117;0
156364323;1784906;1204;E25100;;ETM_NR;;1233;1233;0
156364324;1784906;1204;E25100;;ETM_NR;0;1233;17;0
156364325;1784906;1204;E25100;;ETM_NR;4;1233;1216;0
156364391;1784907;1204;E25010;;ETM_NR;;94;94;0
156364392;1784907;1204;E25010;;ETM_NR;3;94;1;0
156364393;1784907;1204;E25010;;ETM_NR;4;94;93;0
156364394;1784907;1204;E25020;;ETM_NR;;94;94;0
156364395;1784907;1204;E25020;;ETM_NR;0;94;72;0
156364396;1784907;1204;E25020;;ETM_NR;1;94;8;0
156364397;1784907;1204;E25020;;ETM_NR;3;94;5;0
156364398;1784907;1204;E25020;;ETM_NR;4;94;9;0
156364399;1784907;1204;E25030;;ETM_NR;;94;94;0
156364400;1784907;1204;E25030;;ETM_NR;0;94;4;0
156364401;1784907;1204;E25030;;ETM_NR;1;94;13;0
156364402;1784907;1204;E25030;;ETM_NR;3;94;59;0
156364403;1784907;1204;E25030;;ETM_NR;4;94;18;0
156364404;1784907;1204;E25040;;ETM_NR;;94;94;0
156364405;1784907;1204;E25040;;ETM_NR;3;94;2;0
156364406;1784907;1204;E25040;;ETM_NR;4;94;92;0
156364407;1784907;1204;E25050;;ETM_NR;;94;94;0
156364408;1784907;1204;E25050;;ETM_NR;0;94;1;0
156364409;1784907;1204;E25050;;ETM_NR;1;94;9;0
156364410;1784907;1204;E25050;;ETM_NR;3;94;8;0
156364411;1784907;1204;E25050;;ETM_NR;4;94;76;0
156364412;1784907;1204;E25060;;ETM_NR;;94;94;0
156364413;1784907;1204;E25060;;ETM_NR;0;94;3;0
156364414;1784907;1204;E25060;;ETM_NR;1;94;19;0
156364415;1784907;1204;E25060;;ETM_NR;3;94;47;0
156364416;1784907;1204;E25060;;ETM_NR;4;94;25;0
156364417;1784907;1204;E25070;;ETM_NR;;94;94;0
156364418;1784907;1204;E25070;;ETM_NR;0;94;28;0
156364419;1784907;1204;E25070;;ETM_NR;1;94;11;0
156364420;1784907;1204;E25070;;ETM_NR;3;94;20;0
156364421;1784907;1204;E25070;;ETM_NR;4;94;35;0
156364422;1784907;1204;E25080;;ETM_NR;;94;94;0
156364423;1784907;1204;E25080;;ETM_NR;0;94;86;0
156364424;1784907;1204;E25080;;ETM_NR;4;94;8;0
156364425;1784907;1204;E25090;;ETM_NR;;94;94;0
156364426;1784907;1204;E25090;;ETM_NR;1;94;2;0
156364427;1784907;1204;E25090;;ETM_NR;4;94;92;0
156364428;1784907;1204;E25100;;ETM_NR;;94;94;0
156364429;1784907;1204;E25100;;ETM_NR;0;94;37;0
156364430;1784907;1204;E25100;;ETM_NR;4;94;57;0
156364488;1784908;1204;E25010;;ETM_NR;;157;157;0
156364489;1784908;1204;E25010;;ETM_NR;1;157;13;0
156364490;1784908;1204;E25010;;ETM_NR;3;157;42;0
156364491;1784908;1204;E25010;;ETM_NR;4;157;102;0
156364492;1784908;1204;E25020;;ETM_NR;;157;157;0
156364493;1784908;1204;E25020;;ETM_NR;0;157;127;0
156364494;1784908;1204;E25020;;ETM_NR;1;157;6;0
156364495;1784908;1204;E25020;;ETM_NR;3;157;13;0
156364496;1784908;1204;E25020;;ETM_NR;4;157;11;0
156364497;1784908;1204;E25030;;ETM_NR;;157;157;0
156364498;1784908;1204;E25030;;ETM_NR;0;157;2;0
156364499;1784908;1204;E25030;;ETM_NR;1;157;11;0
156364500;1784908;1204;E25030;;ETM_NR;3;157;14;0
156364501;1784908;1204;E25030;;ETM_NR;4;157;130;0
156364502;1784908;1204;E25040;;ETM_NR;;157;157;0
156364503;1784908;1204;E25040;;ETM_NR;3;157;2;0
156364504;1784908;1204;E25040;;ETM_NR;4;157;155;0
156364505;1784908;1204;E25050;;ETM_NR;;157;157;0
156364506;1784908;1204;E25050;;ETM_NR;1;157;3;0
156364507;1784908;1204;E25050;;ETM_NR;3;157;43;0
156364508;1784908;1204;E25050;;ETM_NR;4;157;111;0
156364509;1784908;1204;E25060;;ETM_NR;;157;157;0
156364510;1784908;1204;E25060;;ETM_NR;0;157;37;0
156364511;1784908;1204;E25060;;ETM_NR;1;157;65;0
156364512;1784908;1204;E25060;;ETM_NR;3;157;12;0
156364513;1784908;1204;E25060;;ETM_NR;4;157;43;0
156364514;1784908;1204;E25070;;ETM_NR;;157;157;0
156364515;1784908;1204;E25070;;ETM_NR;0;157;80;0
156364516;1784908;1204;E25070;;ETM_NR;1;157;33;0
156364517;1784908;1204;E25070;;ETM_NR;3;157;26;0
156364518;1784908;1204;E25070;;ETM_NR;4;157;18;0
156364519;1784908;1204;E25080;;ETM_NR;;157;157;0
156364520;1784908;1204;E25080;;ETM_NR;0;157;148;0
156364521;1784908;1204;E25080;;ETM_NR;3;157;1;0
156364522;1784908;1204;E25080;;ETM_NR;4;157;8;0
156364523;1784908;1204;E25090;;ETM_NR;;157;157;0
156364524;1784908;1204;E25090;;ETM_NR;0;157;43;0
156364525;1784908;1204;E25090;;ETM_NR;1;157;1;0
156364526;1784908;1204;E25090;;ETM_NR;3;157;4;0
156364527;1784908;1204;E25090;;ETM_NR;4;157;109;0
156364528;1784908;1204;E25100;;ETM_NR;;157;157;0
156364529;1784908;1204;E25100;;ETM_NR;0;157;7;0
156364530;1784908;1204;E25100;;ETM_NR;4;157;150;0
156364594;1784909;1204;E25010;;ETM_NR;;105;105;0
156364595;1784909;1204;E25010;;ETM_NR;1;105;5;0
156364596;1784909;1204;E25010;;ETM_NR;3;105;7;0
156364597;1784909;1204;E25010;;ETM_NR;4;105;93;0
156364598;1784909;1204;E25020;;ETM_NR;;105;105;0
156364599;1784909;1204;E25020;;ETM_NR;0;105;87;0
156364600;1784909;1204;E25020;;ETM_NR;1;105;2;0
156364601;1784909;1204;E25020;;ETM_NR;3;105;2;0
156364602;1784909;1204;E25020;;ETM_NR;4;105;14;0
156364603;1784909;1204;E25030;;ETM_NR;;105;105;0
156364604;1784909;1204;E25030;;ETM_NR;0;105;6;0
156364605;1784909;1204;E25030;;ETM_NR;1;105;4;0
156364606;1784909;1204;E25030;;ETM_NR;3;105;17;0
156364607;1784909;1204;E25030;;ETM_NR;4;105;78;0
156364608;1784909;1204;E25040;;ETM_NR;;105;105;0
156364609;1784909;1204;E25040;;ETM_NR;4;105;105;0
156364610;1784909;1204;E25050;;ETM_NR;;105;105;0
156364611;1784909;1204;E25050;;ETM_NR;4;105;105;0
156364612;1784909;1204;E25060;;ETM_NR;;105;105;0
156364613;1784909;1204;E25060;;ETM_NR;0;105;48;0
156364614;1784909;1204;E25060;;ETM_NR;1;105;19;0
156364615;1784909;1204;E25060;;ETM_NR;4;105;38;0
156364616;1784909;1204;E25070;;ETM_NR;;105;105;0
156364617;1784909;1204;E25070;;ETM_NR;0;105;35;0
156364618;1784909;1204;E25070;;ETM_NR;1;105;24;0
156364619;1784909;1204;E25070;;ETM_NR;3;105;10;0
156364620;1784909;1204;E25070;;ETM_NR;4;105;36;0
156364621;1784909;1204;E25080;;ETM_NR;;105;105;0
156364622;1784909;1204;E25080;;ETM_NR;0;105;93;0
156364623;1784909;1204;E25080;;ETM_NR;1;105;3;0
156364624;1784909;1204;E25080;;ETM_NR;3;105;2;0
156364625;1784909;1204;E25080;;ETM_NR;4;105;7;0
156364626;1784909;1204;E25090;;ETM_NR;;105;105;0
156364627;1784909;1204;E25090;;ETM_NR;0;105;1;0
156364628;1784909;1204;E25090;;ETM_NR;4;105;104;0
156364629;1784909;1204;E25100;;ETM_NR;;105;105;0
156364630;1784909;1204;E25100;;ETM_NR;0;105;11;0
156364631;1784909;1204;E25100;;ETM_NR;4;105;94;0
156364685;1784910;1204;E25010;;ETM_NR;;76;76;0
156364686;1784910;1204;E25010;;ETM_NR;1;76;1;0
156364687;1784910;1204;E25010;;ETM_NR;3;76;1;0
156364688;1784910;1204;E25010;;ETM_NR;4;76;74;0
156364689;1784910;1204;E25020;;ETM_NR;;76;76;0
156364690;1784910;1204;E25020;;ETM_NR;0;76;67;0
156364691;1784910;1204;E25020;;ETM_NR;1;76;1;0
156364692;1784910;1204;E25020;;ETM_NR;3;76;3;0
156364693;1784910;1204;E25020;;ETM_NR;4;76;5;0
156364694;1784910;1204;E25030;;ETM_NR;;76;76;0
156364695;1784910;1204;E25030;;ETM_NR;0;76;3;0
156364696;1784910;1204;E25030;;ETM_NR;1;76;6;0
156364697;1784910;1204;E25030;;ETM_NR;3;76;16;0
156364698;1784910;1204;E25030;;ETM_NR;4;76;51;0
156364699;1784910;1204;E25040;;ETM_NR;;76;76;0
156364700;1784910;1204;E25040;;ETM_NR;4;76;76;0
156364701;1784910;1204;E25050;;ETM_NR;;76;76;0
156364702;1784910;1204;E25050;;ETM_NR;4;76;76;0
156364703;1784910;1204;E25060;;ETM_NR;;76;76;0
156364704;1784910;1204;E25060;;ETM_NR;0;76;60;0
156364705;1784910;1204;E25060;;ETM_NR;1;76;8;0
156364706;1784910;1204;E25060;;ETM_NR;3;76;3;0
156364707;1784910;1204;E25060;;ETM_NR;4;76;5;0
156364708;1784910;1204;E25070;;ETM_NR;;76;76;0
156364709;1784910;1204;E25070;;ETM_NR;0;76;45;0
156364710;1784910;1204;E25070;;ETM_NR;1;76;24;0
156364711;1784910;1204;E25070;;ETM_NR;3;76;5;0
156364712;1784910;1204;E25070;;ETM_NR;4;76;2;0
156364713;1784910;1204;E25080;;ETM_NR;;76;76;0
156364714;1784910;1204;E25080;;ETM_NR;0;76;76;0
156364715;1784910;1204;E25090;;ETM_NR;;76;76;0
156364716;1784910;1204;E25090;;ETM_NR;4;76;76;0
156364717;1784910;1204;E25100;;ETM_NR;;76;76;0
156364718;1784910;1204;E25100;;ETM_NR;0;76;1;0
156364719;1784910;1204;E25100;;ETM_NR;4;76;75;0
156364764;1784911;1204;E25010;;ETM_NR;;207;207;0
156364765;1784911;1204;E25010;;ETM_NR;3;207;3;0
156364766;1784911;1204;E25010;;ETM_NR;4;207;204;0
156364767;1784911;1204;E25020;;ETM_NR;;207;207;0
156364768;1784911;1204;E25020;;ETM_NR;0;207;9;0
156364769;1784911;1204;E25020;;ETM_NR;1;207;100;0
156364770;1784911;1204;E25020;;ETM_NR;3;207;14;0
156364771;1784911;1204;E25020;;ETM_NR;4;207;84;0
156364772;1784911;1204;E25030;;ETM_NR;;207;207;0
156364773;1784911;1204;E25030;;ETM_NR;0;207;3;0
156364774;1784911;1204;E25030;;ETM_NR;1;207;38;0
156364775;1784911;1204;E25030;;ETM_NR;3;207;10;0
156364776;1784911;1204;E25030;;ETM_NR;4;207;156;0
156364777;1784911;1204;E25040;;ETM_NR;;207;207;0
156364778;1784911;1204;E25040;;ETM_NR;4;207;207;0
156364779;1784911;1204;E25050;;ETM_NR;;207;207;0
156364780;1784911;1204;E25050;;ETM_NR;4;207;207;0
156364781;1784911;1204;E25060;;ETM_NR;;207;207;0
