ID;PDS;KRIT_NR;AUSPRAEGUNG;LL_UG_NR;AUSPR2;RTS_TYP1;ANZ_S;ANZ_UG;filter_$
140031480;1666437;1204;E25080;;ETM_NR;4;43;1;1
140031481;1666437;1204;E25090;;ETM_NR;;43;43;1
140031482;1666437;1204;E25090;;ETM_NR;4;43;43;1
140031483;1666437;1204;E25100;;ETM_NR;;43;43;1
140031484;1666437;1204;E25100;;ETM_NR;4;43;43;1
140031534;1666438;1204;E25010;;ETM_NR;;38;38;1
140031535;1666438;1204;E25010;;ETM_NR;0;38;1;1
140031536;1666438;1204;E25010;;ETM_NR;3;38;6;1
140031537;1666438;1204;E25010;;ETM_NR;4;38;31;1
140031538;1666438;1204;E25020;;ETM_NR;;38;38;1
140031539;1666438;1204;E25020;;ETM_NR;0;38;32;1
140031540;1666438;1204;E25020;;ETM_NR;1;38;1;1
140031541;1666438;1204;E25020;;ETM_NR;4;38;5;1
140031542;1666438;1204;E25030;;ETM_NR;;38;38;1
140031543;1666438;1204;E25030;;ETM_NR;0;38;1;1
140031544;1666438;1204;E25030;;ETM_NR;1;38;8;1
140031545;1666438;1204;E25030;;ETM_NR;3;38;12;1
140031546;1666438;1204;E25030;;ETM_NR;4;38;17;1
140031547;1666438;1204;E25040;;ETM_NR;;38;38;1
140031548;1666438;1204;E25040;;ETM_NR;1;38;1;1
140031549;1666438;1204;E25040;;ETM_NR;3;38;3;1
140031550;1666438;1204;E25040;;ETM_NR;4;38;34;1
140031551;1666438;1204;E25050;;ETM_NR;;38;38;1
140031552;1666438;1204;E25050;;ETM_NR;1;38;2;1
140031553;1666438;1204;E25050;;ETM_NR;3;38;4;1
140031554;1666438;1204;E25050;;ETM_NR;4;38;32;1
140031555;1666438;1204;E25060;;ETM_NR;;38;38;1
140031556;1666438;1204;E25060;;ETM_NR;0;38;23;1
140031557;1666438;1204;E25060;;ETM_NR;1;38;2;1
140031558;1666438;1204;E25060;;ETM_NR;4;38;13;1
140031559;1666438;1204;E25070;;ETM_NR;;38;38;1
140031560;1666438;1204;E25070;;ETM_NR;0;38;12;1
140031561;1666438;1204;E25070;;ETM_NR;3;38;2;1
140031562;1666438;1204;E25070;;ETM_NR;4;38;24;1
140031563;1666438;1204;E25080;;ETM_NR;;38;38;1
140031564;1666438;1204;E25080;;ETM_NR;0;38;38;1
140031565;1666438;1204;E25090;;ETM_NR;;38;38;1
140031566;1666438;1204;E25090;;ETM_NR;0;38;2;1
140031567;1666438;1204;E25090;;ETM_NR;1;38;1;1
140031568;1666438;1204;E25090;;ETM_NR;3;38;12;1
140031569;1666438;1204;E25090;;ETM_NR;4;38;23;1
140031570;1666438;1204;E25100;;ETM_NR;;38;38;1
140031571;1666438;1204;E25100;;ETM_NR;0;38;38;1
140031620;1666439;1204;E25010;;ETM_NR;;1218;1218;1
140031621;1666439;1204;E25010;;ETM_NR;1;1218;36;1
140031622;1666439;1204;E25010;;ETM_NR;3;1218;104;1
140031623;1666439;1204;E25010;;ETM_NR;4;1218;1078;1
140031624;1666439;1204;E25020;;ETM_NR;;1218;1218;1
140031625;1666439;1204;E25020;;ETM_NR;0;1218;983;1
140031626;1666439;1204;E25020;;ETM_NR;1;1218;47;1
140031627;1666439;1204;E25020;;ETM_NR;3;1218;27;1
140031628;1666439;1204;E25020;;ETM_NR;4;1218;161;1
140031629;1666439;1204;E25030;;ETM_NR;;1218;1218;1
140031630;1666439;1204;E25030;;ETM_NR;0;1218;1;1
140031631;1666439;1204;E25030;;ETM_NR;1;1218;17;1
140031632;1666439;1204;E25030;;ETM_NR;3;1218;74;1
140031633;1666439;1204;E25030;;ETM_NR;4;1218;1126;1
140031634;1666439;1204;E25040;;ETM_NR;;1218;1218;1
140031635;1666439;1204;E25040;;ETM_NR;1;1218;1;1
140031636;1666439;1204;E25040;;ETM_NR;3;1218;5;1
140031637;1666439;1204;E25040;;ETM_NR;4;1218;1212;1
140031638;1666439;1204;E25050;;ETM_NR;;1218;1218;1
140031639;1666439;1204;E25050;;ETM_NR;1;1218;1;1
140031640;1666439;1204;E25050;;ETM_NR;3;1218;2;1
140031641;1666439;1204;E25050;;ETM_NR;4;1218;1215;1
140031642;1666439;1204;E25060;;ETM_NR;;1218;1218;1
140031643;1666439;1204;E25060;;ETM_NR;0;1218;354;1
140031644;1666439;1204;E25060;;ETM_NR;1;1218;62;1
140031645;1666439;1204;E25060;;ETM_NR;3;1218;20;1
140031646;1666439;1204;E25060;;ETM_NR;4;1218;782;1
140031647;1666439;1204;E25070;;ETM_NR;;1218;1218;1
140031648;1666439;1204;E25070;;ETM_NR;0;1218;408;1
140031649;1666439;1204;E25070;;ETM_NR;1;1218;34;1
140031650;1666439;1204;E25070;;ETM_NR;3;1218;269;1
140031651;1666439;1204;E25070;;ETM_NR;4;1218;507;1
140031652;1666439;1204;E25080;;ETM_NR;;1218;1218;1
140031653;1666439;1204;E25080;;ETM_NR;0;1218;1122;1
140031654;1666439;1204;E25080;;ETM_NR;1;1218;2;1
140031655;1666439;1204;E25080;;ETM_NR;3;1218;6;1
140031656;1666439;1204;E25080;;ETM_NR;4;1218;88;1
140031657;1666439;1204;E25090;;ETM_NR;;1218;1218;1
140031658;1666439;1204;E25090;;ETM_NR;0;1218;1;1
140031659;1666439;1204;E25090;;ETM_NR;1;1218;4;1
140031660;1666439;1204;E25090;;ETM_NR;3;1218;1;1
140031661;1666439;1204;E25090;;ETM_NR;4;1218;1212;1
140031662;1666439;1204;E25100;;ETM_NR;;1218;1218;1
140031663;1666439;1204;E25100;;ETM_NR;0;1218;10;1
140031664;1666439;1204;E25100;;ETM_NR;4;1218;1208;1
140031728;1666440;1204;E25010;;ETM_NR;;37;37;1
140031729;1666440;1204;E25010;;ETM_NR;1;37;1;1
140031730;1666440;1204;E25010;;ETM_NR;3;37;5;1
140031731;1666440;1204;E25010;;ETM_NR;4;37;31;1
140031732;1666440;1204;E25020;;ETM_NR;;37;37;1
140031733;1666440;1204;E25020;;ETM_NR;0;37;22;1
140031734;1666440;1204;E25020;;ETM_NR;1;37;7;1
140031735;1666440;1204;E25020;;ETM_NR;3;37;2;1
140031736;1666440;1204;E25020;;ETM_NR;4;37;6;1
140031737;1666440;1204;E25030;;ETM_NR;;37;37;1
140031738;1666440;1204;E25030;;ETM_NR;0;37;2;1
140031739;1666440;1204;E25030;;ETM_NR;1;37;1;1
140031740;1666440;1204;E25030;;ETM_NR;3;37;21;1
140031741;1666440;1204;E25030;;ETM_NR;4;37;13;1
140031742;1666440;1204;E25040;;ETM_NR;;37;37;1
140031743;1666440;1204;E25040;;ETM_NR;4;37;37;1
140031744;1666440;1204;E25050;;ETM_NR;;37;37;1
140031745;1666440;1204;E25050;;ETM_NR;0;37;1;1
140031746;1666440;1204;E25050;;ETM_NR;1;37;7;1
140031747;1666440;1204;E25050;;ETM_NR;3;37;1;1
140031748;1666440;1204;E25050;;ETM_NR;4;37;28;1
140031749;1666440;1204;E25060;;ETM_NR;;37;37;1
140031750;1666440;1204;E25060;;ETM_NR;0;37;18;1
140031751;1666440;1204;E25060;;ETM_NR;1;37;3;1
140031752;1666440;1204;E25060;;ETM_NR;4;37;16;1
140031753;1666440;1204;E25070;;ETM_NR;;37;37;1
140031754;1666440;1204;E25070;;ETM_NR;0;37;12;1
140031755;1666440;1204;E25070;;ETM_NR;1;37;6;1
140031756;1666440;1204;E25070;;ETM_NR;3;37;5;1
140031757;1666440;1204;E25070;;ETM_NR;4;37;14;1
140031758;1666440;1204;E25080;;ETM_NR;;37;37;1
140031759;1666440;1204;E25080;;ETM_NR;0;37;35;1
140031760;1666440;1204;E25080;;ETM_NR;4;37;2;1
140031761;1666440;1204;E25090;;ETM_NR;;37;37;1
140031762;1666440;1204;E25090;;ETM_NR;1;37;1;1
140031763;1666440;1204;E25090;;ETM_NR;4;37;36;1
140031764;1666440;1204;E25100;;ETM_NR;;37;37;1
140031765;1666440;1204;E25100;;ETM_NR;0;37;36;1
140031766;1666440;1204;E25100;;ETM_NR;4;37;1;1
140031816;1666441;1204;E25010;;ETM_NR;;178;178;1
140031817;1666441;1204;E25010;;ETM_NR;1;178;8;1
140031818;1666441;1204;E25010;;ETM_NR;3;178;27;1
140031819;1666441;1204;E25010;;ETM_NR;4;178;143;1
140031820;1666441;1204;E25020;;ETM_NR;;178;178;1
140031821;1666441;1204;E25020;;ETM_NR;0;178;151;1
140031822;1666441;1204;E25020;;ETM_NR;1;178;5;1
140031823;1666441;1204;E25020;;ETM_NR;3;178;7;1
140031824;1666441;1204;E25020;;ETM_NR;4;178;15;1
140031825;1666441;1204;E25030;;ETM_NR;;178;178;1
140031826;1666441;1204;E25030;;ETM_NR;0;178;2;1
140031827;1666441;1204;E25030;;ETM_NR;1;178;7;1
140031828;1666441;1204;E25030;;ETM_NR;3;178;7;1
140031829;1666441;1204;E25030;;ETM_NR;4;178;162;1
140031830;1666441;1204;E25040;;ETM_NR;;178;178;1
140031831;1666441;1204;E25040;;ETM_NR;3;178;1;1
140031832;1666441;1204;E25040;;ETM_NR;4;178;177;1
140031833;1666441;1204;E25050;;ETM_NR;;178;178;1
140031834;1666441;1204;E25050;;ETM_NR;3;178;37;1
140031835;1666441;1204;E25050;;ETM_NR;4;178;141;1
140031836;1666441;1204;E25060;;ETM_NR;;178;178;1
140031837;1666441;1204;E25060;;ETM_NR;0;178;42;1
140031838;1666441;1204;E25060;;ETM_NR;1;178;36;1
140031839;1666441;1204;E25060;;ETM_NR;3;178;43;1
140031840;1666441;1204;E25060;;ETM_NR;4;178;57;1
140031841;1666441;1204;E25070;;ETM_NR;;178;178;1
140031842;1666441;1204;E25070;;ETM_NR;0;178;112;1
140031843;1666441;1204;E25070;;ETM_NR;1;178;19;1
140031844;1666441;1204;E25070;;ETM_NR;3;178;37;1
140031845;1666441;1204;E25070;;ETM_NR;4;178;10;1
140031846;1666441;1204;E25080;;ETM_NR;;178;178;1
140031847;1666441;1204;E25080;;ETM_NR;0;178;166;1
140031848;1666441;1204;E25080;;ETM_NR;1;178;3;1
140031849;1666441;1204;E25080;;ETM_NR;3;178;3;1
140031850;1666441;1204;E25080;;ETM_NR;4;178;6;1
140031851;1666441;1204;E25090;;ETM_NR;;178;178;1
140031852;1666441;1204;E25090;;ETM_NR;0;178;48;1
140031853;1666441;1204;E25090;;ETM_NR;1;178;1;1
140031854;1666441;1204;E25090;;ETM_NR;3;178;1;1
140031855;1666441;1204;E25090;;ETM_NR;4;178;128;1
140031856;1666441;1204;E25100;;ETM_NR;;178;178;1
140031857;1666441;1204;E25100;;ETM_NR;0;178;5;1
140031858;1666441;1204;E25100;;ETM_NR;4;178;173;1
140031919;1666442;1204;E25010;;ETM_NR;;133;133;1
140031920;1666442;1204;E25010;;ETM_NR;1;133;10;1
140031921;1666442;1204;E25010;;ETM_NR;3;133;17;1
140031922;1666442;1204;E25010;;ETM_NR;4;133;106;1
140031923;1666442;1204;E25020;;ETM_NR;;133;133;1
140031924;1666442;1204;E25020;;ETM_NR;0;133;117;1
140031925;1666442;1204;E25020;;ETM_NR;1;133;3;1
140031926;1666442;1204;E25020;;ETM_NR;3;133;1;1
140031927;1666442;1204;E25020;;ETM_NR;4;133;12;1
140031928;1666442;1204;E25030;;ETM_NR;;133;133;1
140031929;1666442;1204;E25030;;ETM_NR;0;133;9;1
140031930;1666442;1204;E25030;;ETM_NR;1;133;7;1
140031931;1666442;1204;E25030;;ETM_NR;3;133;14;1
140031932;1666442;1204;E25030;;ETM_NR;4;133;103;1
140031933;1666442;1204;E25040;;ETM_NR;;133;133;1
140031934;1666442;1204;E25040;;ETM_NR;3;133;1;1
140031935;1666442;1204;E25040;;ETM_NR;4;133;132;1
140031936;1666442;1204;E25050;;ETM_NR;;133;133;1
140031937;1666442;1204;E25050;;ETM_NR;4;133;133;1
140031938;1666442;1204;E25060;;ETM_NR;;133;133;1
140031939;1666442;1204;E25060;;ETM_NR;0;133;58;1
140031940;1666442;1204;E25060;;ETM_NR;1;133;16;1
140031941;1666442;1204;E25060;;ETM_NR;4;133;59;1
140031942;1666442;1204;E25070;;ETM_NR;;133;133;1
140031943;1666442;1204;E25070;;ETM_NR;0;133;54;1
140031944;1666442;1204;E25070;;ETM_NR;1;133;30;1
140031945;1666442;1204;E25070;;ETM_NR;3;133;21;1
140031946;1666442;1204;E25070;;ETM_NR;4;133;28;1
140031947;1666442;1204;E25080;;ETM_NR;;133;133;1
140031948;1666442;1204;E25080;;ETM_NR;0;133;116;1
140031949;1666442;1204;E25080;;ETM_NR;1;133;5;1
140031950;1666442;1204;E25080;;ETM_NR;3;133;3;1
140031951;1666442;1204;E25080;;ETM_NR;4;133;9;1
140031952;1666442;1204;E25090;;ETM_NR;;133;133;1
140031953;1666442;1204;E25090;;ETM_NR;4;133;133;1
140031954;1666442;1204;E25100;;ETM_NR;;133;133;1
140031955;1666442;1204;E25100;;ETM_NR;0;133;14;1
140031956;1666442;1204;E25100;;ETM_NR;4;133;119;1
140032010;1666443;1204;E25010;;ETM_NR;;33;33;1
140032011;1666443;1204;E25010;;ETM_NR;3;33;2;1
140032012;1666443;1204;E25010;;ETM_NR;4;33;31;1
140032013;1666443;1204;E25020;;ETM_NR;;33;33;1
140032014;1666443;1204;E25020;;ETM_NR;0;33;31;1
140032015;1666443;1204;E25020;;ETM_NR;4;33;2;1
140032016;1666443;1204;E25030;;ETM_NR;;33;33;1
140032017;1666443;1204;E25030;;ETM_NR;1;33;4;1
140032018;1666443;1204;E25030;;ETM_NR;3;33;5;1
140032019;1666443;1204;E25030;;ETM_NR;4;33;24;1
140032020;1666443;1204;E25040;;ETM_NR;;33;33;1
140032021;1666443;1204;E25040;;ETM_NR;1;33;2;1
140032022;1666443;1204;E25040;;ETM_NR;3;33;4;1
140032023;1666443;1204;E25040;;ETM_NR;4;33;27;1
140032024;1666443;1204;E25050;;ETM_NR;;33;33;1
140032025;1666443;1204;E25050;;ETM_NR;0;33;2;1
140032026;1666443;1204;E25050;;ETM_NR;1;33;2;1
140032027;1666443;1204;E25050;;ETM_NR;3;33;5;1
140032028;1666443;1204;E25050;;ETM_NR;4;33;24;1
140032029;1666443;1204;E25060;;ETM_NR;;33;33;1
140032030;1666443;1204;E25060;;ETM_NR;0;33;3;1
140032031;1666443;1204;E25060;;ETM_NR;1;33;24;1
140032032;1666443;1204;E25060;;ETM_NR;3;33;4;1
140032033;1666443;1204;E25060;;ETM_NR;4;33;2;1
140032034;1666443;1204;E25070;;ETM_NR;;33;33;1
140032035;1666443;1204;E25070;;ETM_NR;0;33;1;1
140032036;1666443;1204;E25070;;ETM_NR;1;33;2;1
140032037;1666443;1204;E25070;;ETM_NR;3;33;6;1
140032038;1666443;1204;E25070;;ETM_NR;4;33;24;1
140032039;1666443;1204;E25080;;ETM_NR;;33;33;1
140032040;1666443;1204;E25080;;ETM_NR;0;33;28;1
140032041;1666443;1204;E25080;;ETM_NR;4;33;5;1
140032042;1666443;1204;E25090;;ETM_NR;;33;33;1
140032043;1666443;1204;E25090;;ETM_NR;0;33;3;1
140032044;1666443;1204;E25090;;ETM_NR;3;33;1;1
140032045;1666443;1204;E25090;;ETM_NR;4;33;29;1
140032046;1666443;1204;E25100;;ETM_NR;;33;33;1
140032047;1666443;1204;E25100;;ETM_NR;4;33;33;1
140032100;1666444;1204;E25010;;ETM_NR;;176;176;1
140032101;1666444;1204;E25010;;ETM_NR;1;176;4;1
140032102;1666444;1204;E25010;;ETM_NR;4;176;172;1
140032103;1666444;1204;E25020;;ETM_NR;;176;176;1
140032104;1666444;1204;E25020;;ETM_NR;0;176;89;1
140032105;1666444;1204;E25020;;ETM_NR;1;176;67;1
140032106;1666444;1204;E25020;;ETM_NR;3;176;8;1
140032107;1666444;1204;E25020;;ETM_NR;4;176;12;1
140032108;1666444;1204;E25030;;ETM_NR;;176;176;1
140032109;1666444;1204;E25030;;ETM_NR;1;176;7;1
140032110;1666444;1204;E25030;;ETM_NR;3;176;36;1
140032111;1666444;1204;E25030;;ETM_NR;4;176;133;1
140032112;1666444;1204;E25040;;ETM_NR;;176;176;1
140032113;1666444;1204;E25040;;ETM_NR;1;176;1;1
140032114;1666444;1204;E25040;;ETM_NR;3;176;5;1
140032115;1666444;1204;E25040;;ETM_NR;4;176;170;1
140032116;1666444;1204;E25050;;ETM_NR;;176;176;1
140032117;1666444;1204;E25050;;ETM_NR;0;176;2;1
140032118;1666444;1204;E25050;;ETM_NR;3;176;1;1
140032119;1666444;1204;E25050;;ETM_NR;4;176;173;1
140032120;1666444;1204;E25060;;ETM_NR;;176;176;1
140032121;1666444;1204;E25060;;ETM_NR;0;176;143;1
140032122;1666444;1204;E25060;;ETM_NR;1;176;6;1
140032123;1666444;1204;E25060;;ETM_NR;3;176;9;1
140032124;1666444;1204;E25060;;ETM_NR;4;176;18;1
140032125;1666444;1204;E25070;;ETM_NR;;176;176;1
140032126;1666444;1204;E25070;;ETM_NR;0;176;64;1
140032127;1666444;1204;E25070;;ETM_NR;1;176;62;1
140032128;1666444;1204;E25070;;ETM_NR;3;176;35;1
140032129;1666444;1204;E25070;;ETM_NR;4;176;15;1
140032130;1666444;1204;E25080;;ETM_NR;;176;176;1
140032131;1666444;1204;E25080;;ETM_NR;0;176;176;1
140032132;1666444;1204;E25090;;ETM_NR;;176;176;1
140032133;1666444;1204;E25090;;ETM_NR;0;176;3;1
140032134;1666444;1204;E25090;;ETM_NR;4;176;173;1
140032135;1666444;1204;E25100;;ETM_NR;;176;176;1
140032136;1666444;1204;E25100;;ETM_NR;4;176;176;1
140032188;1666445;1204;E25010;;ETM_NR;;288;288;1
140032189;1666445;1204;E25010;;ETM_NR;1;288;2;1
140032190;1666445;1204;E25010;;ETM_NR;3;288;13;1
140032191;1666445;1204;E25010;;ETM_NR;4;288;273;1
140032192;1666445;1204;E25020;;ETM_NR;;288;288;1
140032193;1666445;1204;E25020;;ETM_NR;0;288;8;1
140032194;1666445;1204;E25020;;ETM_NR;1;288;121;1
140032195;1666445;1204;E25020;;ETM_NR;3;288;16;1
140032196;1666445;1204;E25020;;ETM_NR;4;288;143;1
140032197;1666445;1204;E25030;;ETM_NR;;288;288;1
140032198;1666445;1204;E25030;;ETM_NR;0;288;7;1
140032199;1666445;1204;E25030;;ETM_NR;1;288;6;1
140032200;1666445;1204;E25030;;ETM_NR;3;288;14;1
140032201;1666445;1204;E25030;;ETM_NR;4;288;261;1
140032202;1666445;1204;E25040;;ETM_NR;;288;288;1
140032203;1666445;1204;E25040;;ETM_NR;3;288;1;1
140032204;1666445;1204;E25040;;ETM_NR;4;288;287;1
140032205;1666445;1204;E25050;;ETM_NR;;288;288;1
140032206;1666445;1204;E25050;;ETM_NR;4;288;288;1
140032207;1666445;1204;E25060;;ETM_NR;;288;288;1
140032208;1666445;1204;E25060;;ETM_NR;0;288;48;1
140032209;1666445;1204;E25060;;ETM_NR;1;288;124;1
140032210;1666445;1204;E25060;;ETM_NR;4;288;116;1
140032211;1666445;1204;E25070;;ETM_NR;;288;288;1
140032212;1666445;1204;E25070;;ETM_NR;0;288;32;1
140032213;1666445;1204;E25070;;ETM_NR;1;288;54;1
140032214;1666445;1204;E25070;;ETM_NR;3;288;107;1
140032215;1666445;1204;E25070;;ETM_NR;4;288;95;1
140032216;1666445;1204;E25080;;ETM_NR;;288;288;1
140032217;1666445;1204;E25080;;ETM_NR;0;288;283;1
140032218;1666445;1204;E25080;;ETM_NR;1;288;3;1
140032219;1666445;1204;E25080;;ETM_NR;3;288;2;1
140032220;1666445;1204;E25090;;ETM_NR;;288;288;1
140032221;1666445;1204;E25090;;ETM_NR;0;288;22;1
140032222;1666445;1204;E25090;;ETM_NR;1;288;2;1
140032223;1666445;1204;E25090;;ETM_NR;3;288;3;1
140032224;1666445;1204;E25090;;ETM_NR;4;288;261;1
140032225;1666445;1204;E25100;;ETM_NR;;288;288;1
140032226;1666445;1204;E25100;;ETM_NR;0;288;14;1
140032227;1666445;1204;E25100;;ETM_NR;4;288;274;1
140032286;1666446;1204;E25010;;ETM_NR;;278;278;1
140032287;1666446;1204;E25010;;ETM_NR;1;278;6;1
140032288;1666446;1204;E25010;;ETM_NR;3;278;3;1
140032289;1666446;1204;E25010;;ETM_NR;4;278;269;1
140032290;1666446;1204;E25020;;ETM_NR;;278;278;1
140032291;1666446;1204;E25020;;ETM_NR;0;278;1;1
140032292;1666446;1204;E25020;;ETM_NR;1;278;193;1
140032293;1666446;1204;E25020;;ETM_NR;3;278;12;1
140032294;1666446;1204;E25020;;ETM_NR;4;278;72;1
140032295;1666446;1204;E25030;;ETM_NR;;278;278;1
140032296;1666446;1204;E25030;;ETM_NR;0;278;18;1
140032297;1666446;1204;E25030;;ETM_NR;1;278;74;1
140032298;1666446;1204;E25030;;ETM_NR;3;278;26;1
140032299;1666446;1204;E25030;;ETM_NR;4;278;160;1
140032300;1666446;1204;E25040;;ETM_NR;;278;278;1
140032301;1666446;1204;E25040;;ETM_NR;1;278;22;1
140032302;1666446;1204;E25040;;ETM_NR;3;278;31;1
140032303;1666446;1204;E25040;;ETM_NR;4;278;225;1
140032304;1666446;1204;E25050;;ETM_NR;;278;278;1
140032305;1666446;1204;E25050;;ETM_NR;0;278;9;1
140032306;1666446;1204;E25050;;ETM_NR;1;278;6;1
140032307;1666446;1204;E25050;;ETM_NR;3;278;2;1
140032308;1666446;1204;E25050;;ETM_NR;4;278;261;1
140032309;1666446;1204;E25060;;ETM_NR;;278;278;1
140032310;1666446;1204;E25060;;ETM_NR;0;278;33;1
140032311;1666446;1204;E25060;;ETM_NR;1;278;74;1
140032312;1666446;1204;E25060;;ETM_NR;3;278;22;1
140032313;1666446;1204;E25060;;ETM_NR;4;278;149;1
140032314;1666446;1204;E25070;;ETM_NR;;278;278;1
140032315;1666446;1204;E25070;;ETM_NR;0;278;113;1
140032316;1666446;1204;E25070;;ETM_NR;1;278;32;1
140032317;1666446;1204;E25070;;ETM_NR;3;278;28;1
140032318;1666446;1204;E25070;;ETM_NR;4;278;105;1
140032319;1666446;1204;E25080;;ETM_NR;;278;278;1
140032320;1666446;1204;E25080;;ETM_NR;0;278;274;1
140032321;1666446;1204;E25080;;ETM_NR;3;278;2;1
140032322;1666446;1204;E25080;;ETM_NR;4;278;2;1
140032323;1666446;1204;E25090;;ETM_NR;;278;278;1
140032324;1666446;1204;E25090;;ETM_NR;4;278;278;1
140032325;1666446;1204;E25100;;ETM_NR;;278;278;1
140032326;1666446;1204;E25100;;ETM_NR;4;278;278;1
140032384;1666447;1204;E25010;;ETM_NR;;619;619;1
140032385;1666447;1204;E25010;;ETM_NR;1;619;88;1
140032386;1666447;1204;E25010;;ETM_NR;3;619;195;1
140032387;1666447;1204;E25010;;ETM_NR;4;619;336;1
140032388;1666447;1204;E25020;;ETM_NR;;619;619;1
140032389;1666447;1204;E25020;;ETM_NR;0;619;103;1
140032390;1666447;1204;E25020;;ETM_NR;1;619;284;1
140032391;1666447;1204;E25020;;ETM_NR;3;619;94;1
140032392;1666447;1204;E25020;;ETM_NR;4;619;138;1
140032393;1666447;1204;E25030;;ETM_NR;;619;619;1
140032394;1666447;1204;E25030;;ETM_NR;0;619;4;1
